Log file open, 02/07/23 05:13:49
[2023.02.06-22.14.03:420][  0]LogMeshReduction: Using QuadricMeshReduction for automatic static mesh reduction
[2023.02.06-22.14.03:420][  0]LogMeshReduction: Using SimplygonMeshReduction for automatic skeletal mesh reduction
[2023.02.06-22.14.03:420][  0]LogMeshReduction: Using ProxyLODMeshReduction for automatic mesh merging
[2023.02.06-22.14.03:420][  0]LogMeshReduction: No distributed automatic mesh merging module available
[2023.02.06-22.14.03:420][  0]LogMeshMerging: No distributed automatic mesh merging module available
[2023.02.06-22.14.03:591][  0]LogTurnkeySupport: Completed device detection: Code = 0
[2023.02.06-22.14.04:134][  0]LogNetVersion: SkywardMuffin 1.0.0, NetCL: 23058290, EngineNetVer: 30, GameNetVer: 0 (Checksum: 2234727653)
[2023.02.06-22.14.05:367][  0]LogUObjectArray: 20936 objects as part of root set at end of initial load.
[2023.02.06-22.14.05:367][  0]LogUObjectAllocator: 5786168 out of 0 bytes used by permanent object pool.
[2023.02.06-22.14.05:367][  0]LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
[2023.02.06-22.14.05:542][  0]LogSlate: Border
[2023.02.06-22.14.05:542][  0]LogSlate: BreadcrumbButton
[2023.02.06-22.14.05:542][  0]LogSlate: Brushes.Title
[2023.02.06-22.14.05:542][  0]LogSlate: Default
[2023.02.06-22.14.05:542][  0]LogSlate: Icons.Save
[2023.02.06-22.14.05:542][  0]LogSlate: Icons.Toolbar.Settings
[2023.02.06-22.14.05:542][  0]LogSlate: ListView
[2023.02.06-22.14.05:542][  0]LogSlate: SoftwareCursor_CardinalCross
[2023.02.06-22.14.05:542][  0]LogSlate: SoftwareCursor_Grab
[2023.02.06-22.14.05:542][  0]LogSlate: TableView.DarkRow
[2023.02.06-22.14.05:542][  0]LogSlate: TableView.Row
[2023.02.06-22.14.05:542][  0]LogSlate: TreeView
[2023.02.06-22.14.06:330][  0]LogTurnkeySupport: Turnkey Device: Win64@MP-G-0015: (Name=MP-G-0015, Type=Computer, Status=Valid, , Flags="Device_InstallSoftwareValid")
[2023.02.06-22.14.07:876][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2023.02.06-22.14.07:884][  0]LogUdpMessaging: Display: Added local interface '192.168.2.171' to multicast group '230.0.0.1:6666'
[2023.02.06-22.14.07:884][  0]LogUdpMessaging: Display: Added local interface '172.26.192.1' to multicast group '230.0.0.1:6666'
[2023.02.06-22.14.07:918][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2023.02.06-22.14.08:288][  0]LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: 3DBA0CE641F8F1E1609A5CA210B05878 | Instance: 2EFB13A4412A813DF845AE9F4D7F5B3C (MP-G-0015-23480).
[2023.02.06-22.14.09:087][  0]LogAudio: Display: Registering Engine Module Parameter Interfaces...
[2023.02.06-22.14.09:120][  0]LogMetasoundEngine: MetaSound Engine Initialized
[2023.02.06-22.14.09:726][  0]LogPython: Using Python 3.9.7
[2023.02.06-22.14.12:721][  0]SourceControl: Source control is disabled
[2023.02.06-22.14.12:749][  0]SourceControl: Source control is disabled
[2023.02.06-22.14.12:797][  0]SourceControl: Source control is disabled
[2023.02.06-22.14.12:813][  0]LogUProjectInfo: Found projects:
[2023.02.06-22.14.13:214][  0]LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
[2023.02.06-22.14.13:304][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.02.06-22.14.13:304][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.02.06-22.14.14:340][  0]LogOpenImageDenoise: OIDN starting up
[2023.02.06-22.14.14:545][  0]LogCollectionManager: Loaded 0 collections in 0.002507 seconds
[2023.02.06-22.14.14:547][  0]LogFileCache: Scanning file cache for directory 'C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Saved/Collections/' took 0.00s
[2023.02.06-22.14.14:549][  0]LogFileCache: Scanning file cache for directory 'C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Content/Developers/MPG0015/Collections/' took 0.00s
[2023.02.06-22.14.14:551][  0]LogFileCache: Scanning file cache for directory 'C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Content/Collections/' took 0.00s
[2023.02.06-22.14.15:383][  0]LogEngine: Initializing Engine...
[2023.02.06-22.14.15:404][  0]LogStats: UGameplayTagsManager::InitializeManager -  0.001 s
[2023.02.06-22.14.15:546][  0]LogInit: Initializing FReadOnlyCVARCache
[2023.02.06-22.14.15:603][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.06-22.14.15:673][  0]LogAIModule: Creating AISystem for world Untitled
[2023.02.06-22.14.15:684][  0]LogNetVersion: Set ProjectVersion to 1.0.0.0. Version Checksum will be recalculated on next use.
[2023.02.06-22.14.15:684][  0]LogInit: Texture streaming: Enabled
[2023.02.06-22.14.15:750][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2023.02.06-22.14.15:777][  0]LogAudio: Display: Initializing Audio Device Manager...
[2023.02.06-22.14.15:828][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2023.02.06-22.14.15:828][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2023.02.06-22.14.15:831][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2023.02.06-22.14.15:833][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2023.02.06-22.14.15:833][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2023.02.06-22.14.15:833][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2023.02.06-22.14.15:833][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2023.02.06-22.14.15:834][  0]LogAudio: Display: Audio Device Manager Initialized
[2023.02.06-22.14.15:834][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2023.02.06-22.14.15:836][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.02.06-22.14.15:836][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.02.06-22.14.15:836][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.02.06-22.14.15:836][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.02.06-22.14.15:836][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  2
[2023.02.06-22.14.15:836][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.02.06-22.14.15:836][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  0
[2023.02.06-22.14.15:836][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2023.02.06-22.14.15:837][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.02.06-22.14.15:837][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.02.06-22.14.15:837][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.02.06-22.14.15:851][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.02.06-22.14.16:597][  0]LogAudioMixer: Display: Using Audio Hardware Device Speakers (Realtek(R) Audio)
[2023.02.06-22.14.16:599][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.02.06-22.14.16:601][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.02.06-22.14.16:601][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.02.06-22.14.16:603][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2023.02.06-22.14.16:603][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2023.02.06-22.14.16:605][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2023.02.06-22.14.16:605][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2023.02.06-22.14.16:605][  0]LogInit: FAudioDevice initialized.
[2023.02.06-22.14.16:605][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2023.02.06-22.14.16:635][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2023.02.06-22.14.16:662][  0]LogLiveCoding: Display: Starting LiveCoding
[2023.02.06-22.14.16:662][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2023.02.06-22.14.16:663][  0]LogLiveCoding: Display: First instance in process group "UE_SkywardMuffin_0xb521365a", spawning console
[2023.02.06-22.14.16:672][  0]LogLiveCoding: Display: Waiting for server
[2023.02.06-22.14.17:197][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2023.02.06-22.14.17:211][  0]LogInit: Transaction tracking system initialized
[2023.02.06-22.14.17:310][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2023.02.06-22.14.17:316][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.006524 seconds (Found 115 uncontrolled assets)
[2023.02.06-22.14.17:407][  0]BlueprintLog: New page: Editor Load
[2023.02.06-22.14.17:860][  0]LocalizationService: Localization service is disabled
[2023.02.06-22.14.17:951][  0]TimingProfiler: Initialize
[2023.02.06-22.14.17:952][  0]TimingProfiler: OnSessionChanged
[2023.02.06-22.14.17:952][  0]LoadingProfiler: Initialize
[2023.02.06-22.14.17:952][  0]LoadingProfiler: OnSessionChanged
[2023.02.06-22.14.17:953][  0]NetworkingProfiler: Initialize
[2023.02.06-22.14.17:955][  0]NetworkingProfiler: OnSessionChanged
[2023.02.06-22.14.17:955][  0]MemoryProfiler: Initialize
[2023.02.06-22.14.17:955][  0]MemoryProfiler: OnSessionChanged
[2023.02.06-22.14.18:538][  0]LogFileCache: Scanning file cache for directory 'C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Content/' took 0.00s
[2023.02.06-22.14.18:761][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2023.02.06-22.14.19:411][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2023.02.06-22.14.19:485][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2023.02.06-22.14.19:493][  0]SourceControl: Source control is disabled
[2023.02.06-22.14.19:494][  0]LogUnrealEdMisc: Loading editor; pre map load, took 31.446
[2023.02.06-22.14.19:495][  0]Cmd: MAP LOAD FILE="../../../../../../Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Content/SkywardMuffin/Maps/TutorialMap.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2023.02.06-22.14.19:495][  0]LightingResults: New page: Lighting Build
[2023.02.06-22.14.19:504][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2023.02.06-22.14.19:506][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.06-22.14.19:508][  0]MapCheck: New page: Map Check
[2023.02.06-22.14.19:508][  0]LightingResults: New page: Lighting Build
[2023.02.06-22.14.19:521][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.02.06-22.14.19:531][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.62ms
[2023.02.06-22.14.19:744][  0]LogAnimationCompression: Building Anim DDC data for AnimSequence /Game/SkywardMuffin/Characters/Muffin/SK_Muffin_Death.SK_Muffin_Death
[2023.02.06-22.14.19:754][  0]LogTexture: Display: Building textures: /Game/SkywardMuffin/Textures/T_Rain_D.T_Rain_D (TFO_AutoDXT, 256x256 x1x1x1) (Required Memory Estimate: 10.395709 MB), EncodeSpeed: Fast
[2023.02.06-22.14.19:763][  0]LogSkeletalMesh: Building Skeletal Mesh SK_Muffin...
[2023.02.06-22.14.19:766][  0]LogSkeletalMesh: Built Skeletal Mesh [0.00s] /Game/SkywardMuffin/Characters/Muffin/SK_Muffin.SK_Muffin
[2023.02.06-22.14.19:776][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'TutorialMap'.
[2023.02.06-22.14.19:776][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.06-22.14.19:776][  0]LogAIModule: Creating AISystem for world TutorialMap
[2023.02.06-22.14.19:784][  0]LogChaos: Warning: Convex hull generation produced zero convex particles, collision will fail for this primitive.
[2023.02.06-22.14.19:784][  0]LogChaos: Warning: Convex hull generation produced zero convex particles, collision will fail for this primitive.
[2023.02.06-22.14.19:784][  0]LogPhysics: Warning: TConvex Name:BodySetup /Game/SkywardMuffin/Meshes/SM_Plane.SM_Plane:BodySetup_0, Element [0] has no Geometry
[2023.02.06-22.14.19:795][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2023.02.06-22.14.19:890][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.52ms
[2023.02.06-22.14.19:906][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2023.02.06-22.14.19:907][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0.516ms to complete.
[2023.02.06-22.14.19:907][  0]LogFileHelpers: Loading map 'TutorialMap' took 0.413
[2023.02.06-22.14.19:937][  0]LogUnrealEdMisc: Total Editor Startup Time, took 31.889
[2023.02.06-22.14.19:937][  0]LogShaderCompilers: Display: ================================================
[2023.02.06-22.14.19:937][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.02.06-22.14.19:937][  0]LogShaderCompilers: Display: Total job queries 4, among them cache hits 0 (0.00%)
[2023.02.06-22.14.19:937][  0]LogShaderCompilers: Display: Tracking 0 distinct input hashes that result in 0 distinct outputs (0.00%)
[2023.02.06-22.14.19:937][  0]LogShaderCompilers: Display: RAM used: 0.00 MB (0.00 GB) of 819.20 MB (0.80 GB) budget. Usage: 0.00%
[2023.02.06-22.14.19:937][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.02.06-22.14.19:937][  0]LogShaderCompilers: Display: Shaders Compiled: 0
[2023.02.06-22.14.19:937][  0]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2023.02.06-22.14.19:937][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2023.02.06-22.14.19:937][  0]LogShaderCompilers: Display: ================================================
[2023.02.06-22.14.20:126][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.06-22.14.20:138][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.06-22.14.20:146][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.06-22.14.20:152][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.06-22.14.20:491][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2023.02.06-22.14.20:502][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2023.02.06-22.14.20:510][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2023.02.06-22.14.20:518][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2023.02.06-22.14.20:527][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2023.02.06-22.14.20:535][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2023.02.06-22.14.20:542][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2023.02.06-22.14.20:549][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2023.02.06-22.14.20:555][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2023.02.06-22.14.20:561][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2023.02.06-22.14.21:004][  0]LogSlate: Took 0.007319 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2023.02.06-22.14.21:911][  0]LogSlate: The tab "CustomWindow" attempted to spawn in layout 'UnrealEd_Layout_v1.5' but failed for some reason. It will not be displayed.
[2023.02.06-22.14.21:950][  0]LogSlate: Took 0.004520 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2023.02.06-22.14.21:961][  0]LogSlate: Took 0.007666 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2023.02.06-22.14.22:065][  0]LogViewport: Scene viewport resized to 1079x660, mode Windowed.
[2023.02.06-22.14.22:416][  0]LogStall: Startup...
[2023.02.06-22.14.22:420][  0]LogStall: Startup complete.
[2023.02.06-22.14.22:420][  0]LogEnhancedInputEditor: Upgrading Default Input Component class from 'InputComponent' to 'EnhancedInputComponent'
[2023.02.06-22.14.22:420][  0]LogEnhancedInputEditor: Upgrading Default Player Input class from 'PlayerInput' to 'EnhancedPlayerInput'
[2023.02.06-22.14.22:491][  0]LogLoad: (Engine Initialization) Total time: 34.44 seconds
[2023.02.06-22.14.22:491][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2023.02.06-22.14.22:516][  0]LogAnimationCompression: Building Anim DDC data for AnimSequence /Game/SkywardMuffin/Characters/Muffin/SK_Muffin_Idle.SK_Muffin_Idle
[2023.02.06-22.14.22:516][  0]LogAnimationCompression: Building Anim DDC data for AnimSequence /Game/SkywardMuffin/Characters/Muffin/SK_Muffin_Walk.SK_Muffin_Walk
[2023.02.06-22.14.22:556][  0]LogAssetRegistry: Asset discovery search completed in 21.1802 seconds
[2023.02.06-22.14.22:569][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000006 seconds (updated 0 objects)
[2023.02.06-22.14.23:008][  0]LogContentStreaming: Texture pool size now 800 MB
[2023.02.06-22.14.23:505][  1]LogAnimationCompression: Building Anim DDC data for AnimSequence /Game/SkywardMuffin/Characters/Muffin/SK_Muffin_Jump.SK_Muffin_Jump
[2023.02.06-22.14.23:505][  1]LogAnimationCompression: Building Anim DDC data for AnimSequence /Game/SkywardMuffin/Characters/Muffin/SK_Muffin_Fall.SK_Muffin_Fall
[2023.02.06-22.14.43:465][197]LogAudioMixer: Warning: FMixerPlatformXAudio2: Changing default audio render device to new device: Role=Console, DeviceName=Headphones (Realtek(R) Audio), InstanceID=1
[2023.02.06-22.14.43:470][197]LogAudioMixer: Display: FMixerNullCallback: Simulating a h/w device callback at [21ms], ThreadID=17356
[2023.02.06-22.14.44:472][200]LogAudioMixer: Display: Successful Swap new Device is (NumChannels=2, SampleRate=48000, DeviceID={0.0.0.00000000}.{f7dd2468-0625-4bb9-a2c3-4e2eb0fb32a6}, Name=Headphones (Realtek(R) Audio)), Reason=FMixerPlatformXAudio2::OnDefaultRenderDeviceChanged, InstanceID=1, DurationMS=694.42
[2023.02.06-22.14.44:472][200]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2023.02.06-22.14.44:475][200]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2023.02.06-22.14.52:395][388]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.02.06-22.14.52:401][388]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.02.06-22.14.52:404][388]PIE: New page: PIE session: TutorialMap (Feb 7, 2023, 12:14:52 PM)
[2023.02.06-22.14.52:410][388]LogOnline: OSS: Created online subsystem instance for: NULL
[2023.02.06-22.14.52:410][388]LogOnline: OSS: TryLoadSubsystemAndSetDefault: Loaded subsystem for module [NULL]
[2023.02.06-22.14.52:411][388]LogPlayLevel: Creating play world package: /Game/SkywardMuffin/Maps/UEDPIE_0_TutorialMap
[2023.02.06-22.14.52:414][388]LogPlayLevel: PIE: StaticDuplicateObject took: (0.003177s)
[2023.02.06-22.14.52:414][388]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/SkywardMuffin/Maps/TutorialMap.TutorialMap to /Game/SkywardMuffin/Maps/UEDPIE_0_TutorialMap.TutorialMap (0.003223s)
[2023.02.06-22.14.52:415][388]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.06-22.14.52:416][388]LogAIModule: Creating AISystem for world TutorialMap
[2023.02.06-22.14.52:416][388]LogPlayLevel: PIE: World Init took: (0.001968s)
[2023.02.06-22.14.52:425][388]LogUObjectHash: Compacting FUObjectHashTables data took   0.63ms
[2023.02.06-22.14.52:427][388]LogAudio: Display: Creating Audio Device:                 Id: 2, Scope: Unique, Realtime: True
[2023.02.06-22.14.52:427][388]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.02.06-22.14.52:427][388]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.02.06-22.14.52:427][388]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.02.06-22.14.52:427][388]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.02.06-22.14.52:427][388]LogAudioMixer: Display: 	Number of buffers to queue:			  2
[2023.02.06-22.14.52:427][388]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.02.06-22.14.52:427][388]LogAudioMixer: Display: 	Number of Async Source Workers:		  0
[2023.02.06-22.14.52:427][388]LogAudio: Display: AudioDevice MaxSources: 32
[2023.02.06-22.14.52:427][388]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.02.06-22.14.52:427][388]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.02.06-22.14.52:427][388]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.02.06-22.14.52:429][388]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.02.06-22.14.52:649][388]LogAudioMixer: Display: Using Audio Hardware Device Headphones (Realtek(R) Audio)
[2023.02.06-22.14.52:650][388]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.02.06-22.14.52:650][388]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.02.06-22.14.52:650][388]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.02.06-22.14.52:652][388]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=2
[2023.02.06-22.14.52:652][388]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=2
[2023.02.06-22.14.52:654][388]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=2
[2023.02.06-22.14.52:654][388]LogInit: FAudioDevice initialized.
[2023.02.06-22.14.52:654][388]LogAudio: Display: Audio Device (ID: 2) registered with world 'TutorialMap'.
[2023.02.06-22.14.52:654][388]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=2
[2023.02.06-22.14.52:657][388]LogLoad: Game class is 'GM_Tutorial_C'
[2023.02.06-22.14.52:658][388]LogWorld: Bringing World /Game/SkywardMuffin/Maps/UEDPIE_0_TutorialMap.TutorialMap up for play (max tick rate 0) at 2023.02.07-05.14.52
[2023.02.06-22.14.52:659][388]LogWorld: Bringing up level for play took: 0.001165
[2023.02.06-22.14.52:661][388]LogOnline: OSS: Created online subsystem instance for: :Context_1
[2023.02.06-22.14.52:701][388]Cmd: ShowFlag.Tonemapper 0
[2023.02.06-22.14.52:702][388]ShowFlag.Tonemapper = "0"
[2023.02.06-22.14.52:702][388]LogViewport: Display: Viewport MouseLockMode Changed, LockOnCapture -> LockAlways
[2023.02.06-22.14.52:702][388]LogViewport: Display: Viewport HideCursorDuringCapture Changed, False -> True
[2023.02.06-22.14.52:702][388]LogViewport: Display: Viewport MouseCaptureMode Changed, CapturePermanently_IncludingInitialMouseDown -> CaptureDuringMouseDown
[2023.02.06-22.14.52:704][388]PIE: Server logged in
[2023.02.06-22.14.52:704][388]PIE: Play in editor total start time 0.305 seconds.
[2023.02.06-22.15.18:192][ 38]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.06-22.15.18:192][ 38]LogWorld: BeginTearingDown for /Game/SkywardMuffin/Maps/UEDPIE_0_TutorialMap
[2023.02.06-22.15.18:192][ 38]LogWorld: UWorld::CleanupWorld for TutorialMap, bSessionEnded=true, bCleanupResources=true
[2023.02.06-22.15.18:193][ 38]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.06-22.15.18:196][ 38]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.02.06-22.15.18:199][ 38]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.06-22.15.18:209][ 38]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.02.06-22.15.18:210][ 38]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=2
[2023.02.06-22.15.18:212][ 38]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=2
[2023.02.06-22.15.18:219][ 38]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.06-22.15.18:225][ 38]LogUObjectHash: Compacting FUObjectHashTables data took   0.98ms
[2023.02.06-22.15.18:288][ 39]LogPlayLevel: Display: Destroying online subsystem :Context_1
[2023.02.06-22.15.19:950][222]LogSlate: Took 0.004184 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2023.02.06-22.15.24:415][683]LogAudioDerivedData: Display: Building compressed audio format BINKA hash BINKA_1000_StreamCache_Ver5027_MEM_65536MaxChnkSize_-10-1-1-1-1-1 wave S_Music...
[2023.02.06-22.15.24:415][683]LogAudioDerivedData: Display: Building compressed audio format BINKA hash BINKA_1000_StreamCache_Ver5027_MEM_65536MaxChnkSize_-10-1-1-1-1-1 wave S_Music...
[2023.02.06-22.15.24:423][683]LogAudioDerivedData: Display: Audio clipped during cook: This asset will be normalized by a factor of 1/1.000031. Consider attenuating the above asset.
[2023.02.06-22.15.24:551][683]LogAudio: Display: Chunk size for SoundWave /Game/SkywardMuffin/Audio/S_Music.S_Music: 262144
[2023.02.06-22.15.24:556][683]LogAudioDerivedData: Display: Audio clipped during cook: This asset will be normalized by a factor of 1/1.000031. Consider attenuating the above asset.
[2023.02.06-22.15.30:881][270]LogAudioDerivedData: Display: Building compressed audio format BINKA hash BINKA_1000_StreamCache_Ver5027_MEM_65536MaxChnkSize_-10-1-1-1-1-1 wave S_Pop...
